,amount,LNDfee,LNDdly,LNDpthlnt,LNDtp,CLNfee,CLNdly,CLNpthlnt,CLNtp,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp
2070,295853,30.881210000000003,120,4,Failure,30.881210000000003,120,4,Failure,5.64611,142,5,Success,5.64611,142,5,Failure,5.64611,142,5,Failure,5.64611,142,5,Failure
2071,21424,28.44801,120,4,Success,28.44801,120,4,Success,28.44801,120,4,Success,28.44801,120,4,Success,28.44801,120,4,Success,28.44801,120,4,Success
2072,51352,48.276070000000004,202,4,Failure,48.276070000000004,202,4,Failure,43.1602,270,6,Failure,51.97721,224,4,Failure,51.97721,224,4,Failure,43.1602,270,6,Failure
2073,208225,34.85898,160,5,Failure,34.85898,160,5,Failure,6.79027,262,8,Success,49.22887000000001,194,6,Success,49.22887000000001,194,6,Failure,8.41398,274,8,Failure
2074,1713002,23.55607,90,4,Success,32.83419,80,4,Failure,23.55607,90,4,Success,193.14523999999997,194,4,Success,193.14523999999997,194,4,Success,35.33424,170,6,Success
2075,1503,3.7530099999999997,224,4,Success,3.7530099999999997,224,4,Success,2.7350700000000003,188,6,Success,3.7530099999999997,224,4,Success,3.7530099999999997,224,4,Success,2.1593,428,12,Success
2076,608200,30.412,184,3,Failure,30.412,184,3,Failure,30.412,184,3,Failure,49.650710000000004,200,6,Success,49.650710000000004,200,6,Success,52.16809,240,7,Failure
2077,169173,172.31367999999998,120,4,Failure,172.31367999999998,120,4,Failure,172.31367999999998,120,4,Failure,172.31367999999998,120,4,Failure,172.31367999999998,120,4,Failure,177.19206,228,7,Failure
2078,611714,216.20859000000002,160,5,Failure,216.20859000000002,160,5,Failure,36.75628,200,6,Failure,273.51123,540,5,Failure,273.51123,540,5,Failure,68.54230000000001,274,8,Success
2079,704493,3.11548,184,3,Failure,3.11548,184,3,Failure,3.11548,184,3,Failure,146.0131,264,5,Success,146.0131,264,5,Success,146.0131,348,7,Failure
2080,119679,3.3590400000000002,138,5,Success,3.3590400000000002,138,5,Failure,3.3590400000000002,170,5,Success,3.3590400000000002,138,5,Failure,3.3590400000000002,138,5,Failure,3.3590400000000002,138,5,Failure
2081,3611,18.77901,160,5,Success,18.77901,160,5,Success,2.15731,384,8,Success,4.04016,200,6,Success,4.04016,200,6,Success,2.0794599999999996,394,11,Success
2082,14843,1.02968,264,5,Failure,1.02968,264,5,Failure,1.02968,264,5,Failure,1.02968,264,5,Failure,1.02968,264,5,Failure,1.02968,264,5,Failure
2083,27770,8.97086,138,5,Failure,9.99869,160,5,Failure,6.6932100000000005,212,7,Failure,9.99869,160,5,Failure,9.99869,160,5,Failure,8.97086,156,6,Failure
2084,490,0.02599,368,5,Success,0.02599,368,5,Success,0.22737,258,5,Success,0.02599,368,5,Success,0.02599,368,5,Success,0.02599,432,7,Success
2085,172548,5.3137300000000005,70,3,Success,5.3137300000000005,70,3,Success,11.90795,254,5,Failure,5.3137300000000005,70,3,Success,5.3137300000000005,70,3,Success,1.17255,144,5,Success
2086,12992,2.02598,160,5,Success,2.02598,160,5,Failure,2.1699,188,6,Failure,2.0399700000000003,160,5,Failure,2.0399700000000003,160,5,Failure,2.05296,234,7,Failure
2087,9414,1.00941,408,6,Success,1.09414,282,6,Success,1.5554199999999998,304,6,Success,1.00941,408,6,Success,1.00941,408,6,Failure,1.0188199999999998,334,7,Failure
2088,194487,7.77874,100,4,Success,7.77874,100,4,Success,3.97345,408,6,Failure,7.77874,100,4,Success,7.77874,100,4,Failure,6.72284,240,7,Failure
2089,1001,2.0039999999999996,264,5,Success,2.0039999999999996,264,5,Success,2.4540499999999996,298,6,Success,2.0039999999999996,264,5,Success,2.0039999999999996,264,5,Success,2.0029999999999997,312,7,Success
2090,626,1.88428,264,5,Success,1.88428,264,5,Success,1.98599,236,5,Success,1.88428,264,5,Success,1.88428,264,5,Success,1.878,492,8,Success
2091,271164,138.85393000000002,224,4,Failure,138.85393000000002,224,4,Failure,5.98384,268,8,Failure,140.12572999999998,264,5,Failure,140.12572999999998,264,5,Failure,9.06752,320,9,Failure
2092,16129,49.567949999999996,264,5,Failure,49.567949999999996,264,5,Failure,49.567949999999996,264,5,Failure,49.567949999999996,264,5,Failure,49.567949999999996,264,5,Failure,49.42236,660,13,Failure
2093,538,2.04842,298,6,Success,2.04842,298,6,Success,2.22005,298,6,Success,2.04842,298,6,Success,2.04842,298,6,Success,2.00585,472,8,Success
2094,13837,42.52788,224,4,Failure,42.52788,224,4,Failure,42.52788,224,4,Failure,42.52788,224,4,Failure,42.52788,224,4,Failure,42.54176,334,7,Failure
2095,39875,2.31902,150,5,Failure,2.31902,150,5,Failure,3.19939,154,5,Success,3.19939,154,5,Success,3.19939,154,5,Success,2.1993899999999997,246,8,Success
2096,14429,3.90023,264,5,Success,3.90023,264,5,Failure,3.90023,264,5,Failure,3.90023,264,5,Failure,3.90023,264,5,Failure,1.11544,334,7,Failure
2097,6338,20.02336,224,4,Success,20.02336,224,4,Success,20.02336,224,4,Success,20.02336,224,4,Success,20.02336,224,4,Failure,19.66242,562,10,Success
2098,28635,101.23973,472,5,Failure,101.23973,472,5,Failure,101.23973,472,5,Failure,101.23973,472,5,Failure,101.23973,472,5,Failure,101.23973,472,5,Failure
2099,28262,85.81435,80,3,Failure,85.81435,80,3,Failure,85.81435,80,3,Failure,85.81435,80,3,Failure,85.81435,80,3,Failure,85.81435,80,3,Failure
2100,33783,2.13612,160,5,Success,2.13612,160,5,Failure,2.13612,160,5,Failure,2.13612,160,5,Failure,2.13612,160,5,Failure,1.3040399999999999,314,9,Failure
2101,26068,78.23015000000001,264,5,Failure,78.23015000000001,264,5,Failure,79.31158,362,5,Success,78.2573,264,5,Success,78.2573,264,5,Failure,79.33773000000001,408,6,Success
2102,111572,10.609670000000001,120,4,Failure,10.609670000000001,120,4,Failure,4.46461,170,5,Success,10.609670000000001,120,4,Failure,10.609670000000001,120,4,Failure,4.46461,170,5,Failure
2104,6711,0.033549999999999996,160,5,Success,0.033549999999999996,160,5,Success,0.033549999999999996,160,5,Success,0.033549999999999996,160,5,Success,0.033549999999999996,160,5,Success,0.033549999999999996,160,5,Success
2105,25273,3.12637,234,7,Failure,3.12637,234,7,Failure,3.12637,234,7,Failure,3.12637,234,7,Failure,3.12637,234,7,Failure,3.0758199999999998,268,8,Failure
2106,89242,153.80079,80,3,Failure,153.80079,80,3,Failure,2.17848,154,5,Success,5.92666,120,4,Success,5.92666,120,4,Success,2.2677199999999997,190,6,Success
2107,80147,43.15373,224,4,Success,43.15373,224,4,Failure,5.747799999999999,200,6,Failure,6.068409999999999,160,5,Failure,6.068409999999999,160,5,Failure,6.549319999999999,230,7,Failure
2108,104055,22.581290000000003,224,4,Failure,24.55777,120,4,Failure,22.581290000000003,224,4,Failure,24.55777,120,4,Failure,24.55777,120,4,Failure,24.55777,120,4,Failure
2109,979,1.4502599999999999,264,5,Success,1.4502599999999999,264,5,Success,1.4502599999999999,264,5,Success,1.4502599999999999,264,5,Success,1.4502599999999999,264,5,Success,1.40618,330,6,Success
2110,20153,3.06046,264,5,Failure,3.06046,264,5,Failure,1.88673,298,6,Failure,3.06046,264,5,Failure,3.06046,264,5,Failure,1.3426,368,8,Failure
2111,102931,32.98462,120,4,Failure,32.98462,120,4,Failure,14.705160000000001,200,6,Failure,32.98462,120,4,Failure,32.98462,120,4,Failure,15.705259999999999,200,6,Failure
2112,124612,86.01100000000001,154,5,Failure,86.01100000000001,154,5,Failure,29.54371,188,6,Failure,86.01100000000001,154,5,Failure,86.01100000000001,154,5,Failure,29.41807,228,7,Failure
2113,40889,3.1226700000000003,120,4,Failure,3.1226700000000003,120,4,Failure,3.1226700000000003,120,4,Failure,3.1226700000000003,120,4,Failure,3.1226700000000003,120,4,Failure,6.29336,270,8,Success
2114,15365,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure
2115,4255,14.43504,160,5,Success,14.43504,160,5,Success,13.85036,332,7,Success,14.43504,160,5,Success,14.43504,160,5,Failure,13.79588,274,8,Failure
2116,3023,1.25975,264,5,Success,1.25975,264,5,Success,1.57718,316,7,Success,1.25975,264,5,Success,1.25975,264,5,Success,1.06348,368,8,Success
2117,15742,1.02325,224,4,Success,1.02325,224,4,Failure,0.78711,362,5,Success,1.02325,224,4,Failure,1.02325,224,4,Failure,0.5667099999999999,294,6,Failure
2118,10175,3.4706799999999998,266,5,Success,3.4706799999999998,266,5,Failure,1.5505,298,6,Success,3.4706799999999998,266,5,Failure,3.4706799999999998,266,5,Failure,0.43954,900,9,Failure
2119,38328,159.48347,368,5,Failure,159.48347,368,5,Failure,158.51895000000002,506,6,Failure,159.48347,368,5,Failure,159.48347,368,5,Failure,158.51895000000002,506,6,Failure
2120,31377,3.48974,154,5,Failure,3.48974,154,5,Failure,4.23184,258,5,Failure,5.35736,160,5,Success,5.35736,160,5,Failure,5.35736,160,5,Failure
2121,1311,3.3148299999999997,368,5,Success,0.92476,242,5,Success,1.01922,264,5,Success,0.9211400000000001,264,5,Success,0.9211400000000001,264,5,Success,0.91983,276,6,Success
2122,41647,9.37106,264,5,Failure,9.37106,264,5,Failure,1.33319,334,7,Failure,10.07944,264,5,Failure,10.07944,264,5,Failure,1.33319,334,7,Failure
2123,9151,17.20784,344,7,Failure,17.20784,344,7,Failure,17.28027,338,7,Success,17.28027,338,7,Success,17.28027,338,7,Success,17.21615,454,10,Success
2124,14367,73.93863999999999,224,4,Success,73.93863999999999,224,4,Success,44.57854,368,5,Success,44.54771,264,5,Success,44.54771,264,5,Success,44.11541,378,8,Success
2125,63097,8.54895,200,6,Failure,333.3608,264,5,Failure,4.13777,378,8,Failure,15.46405,224,7,Failure,15.46405,224,7,Failure,9.09896,276,9,Success
2126,18660,4.75085,120,4,Success,4.75085,120,4,Success,3.58613,258,5,Success,4.75085,120,4,Success,4.75085,120,4,Success,2.07564,308,9,Success
2127,5226,6.32018,224,4,Success,6.32018,224,4,Success,0.75833,252,5,Success,0.14633000000000002,236,5,Success,0.14633000000000002,236,5,Success,0.19859,304,6,Success
2128,147803,120.11703,184,3,Success,120.11703,184,3,Success,46.784729999999996,190,6,Failure,120.11703,184,3,Success,120.11703,184,3,Success,49.11568,314,9,Success
2129,926,3.7828700000000004,294,6,Success,3.7828700000000004,294,6,Success,3.83122,328,7,Success,3.7828700000000004,294,6,Success,3.7828700000000004,294,6,Success,3.7828700000000004,378,8,Success
2130,12366,6.4134,120,4,Success,6.4134,120,4,Success,4.07753,342,7,Success,6.4134,120,4,Success,6.4134,120,4,Success,4.01569,228,7,Success
2131,10697,5.9294899999999995,138,5,Success,5.9294899999999995,138,5,Success,4.77398,288,6,Success,5.9294899999999995,138,5,Success,5.9294899999999995,138,5,Success,4.1028,156,6,Success
2132,33416,138.54477,224,4,Failure,138.54477,224,4,Failure,4.13368,200,6,Failure,6.22161,160,5,Failure,6.22161,160,5,Failure,6.154779999999999,196,7,Failure
2133,2614168,52.285360000000004,184,3,Failure,67.96844,70,3,Failure,16.85303,264,5,Failure,1255.9511,120,4,Failure,1255.9511,120,4,Failure,60.512170000000005,200,6,Failure
2134,3013,1.55226,200,6,Success,1.55226,200,6,Success,1.65786,188,6,Success,1.55226,200,6,Failure,1.55226,200,6,Failure,1.32941,270,8,Failure
2135,9076,5.1407799999999995,154,5,Success,5.1407799999999995,154,5,Success,3.11649,194,6,Success,5.1407799999999995,154,5,Success,5.1407799999999995,154,5,Success,2.09985,268,8,Success
2136,372686,224.25761,184,3,Failure,224.25761,184,3,Failure,38.026050000000005,242,5,Failure,38.64143,120,4,Success,38.64143,120,4,Failure,40.38698,160,5,Failure
2137,22353,2.0447,224,4,Failure,2.0447,224,4,Failure,2.0447,224,4,Failure,2.0447,224,4,Failure,2.0447,224,4,Failure,2.17882,334,7,Failure
2138,3830,2.2257000000000002,120,4,Success,2.2257000000000002,120,4,Success,0.6991,264,5,Success,2.2257000000000002,120,4,Success,2.2257000000000002,120,4,Success,0.54005,308,9,Success
2139,21859,78.5393,296,5,Failure,78.5393,296,5,Failure,78.5393,296,5,Failure,78.5393,296,5,Failure,78.5393,296,5,Failure,78.5393,296,5,Failure
2140,507903,37.3607,114,4,Failure,37.3607,114,4,Failure,6.07904,200,7,Failure,34.716409999999996,172,6,Failure,34.716409999999996,172,6,Failure,34.716409999999996,172,6,Failure
2141,26741,4.316960000000001,160,5,Failure,5.0008,140,5,Success,4.316960000000001,160,5,Failure,5.02755,150,5,Success,5.02755,150,5,Failure,4.97405,234,7,Failure
2142,82474,8.03351,160,5,Failure,8.03351,160,5,Failure,8.61086,222,7,Failure,11.74504,154,5,Failure,11.74504,154,5,Failure,8.95108,178,6,Failure
2143,2563,2.00512,224,4,Success,2.00512,224,4,Success,2.00512,224,4,Success,2.00512,224,4,Success,2.00512,224,4,Success,2.00512,408,6,Success
